model_id,date_id,gearbox_id,features_id,km,price
3476,3,2,3,46836,22480
1031,7,2,17,82607,22480
3477,1,2,6,103738,22480
31,5,1,3,22682,22480
474,4,2,47,9000,22480
3478,3,2,6,70327,22480
693,4,2,4,8113,22480
3479,1,2,5,45156,22480
1283,3,2,33,93881,22480
129,3,1,11,17128,13925
3480,5,1,34,14198,13925
888,5,2,4,9094,13925
3157,3,2,2,20506,13925
3481,5,2,3,100,13925
1150,5,1,3,21100,13925
3207,1,2,50,101851,13925
1021,9,1,46,85304,13925
3482,2,1,43,23945,13925
20,5,1,4,10,13925
750,5,2,3,6806,13925
2050,3,2,3,70958,13925
2486,4,1,23,16357,13925
31,5,1,3,150,13925
15,2,2,6,25192,13925
3483,6,1,70,111866,13925
389,4,2,30,12600,13925
188,5,2,23,500,13925
37,4,2,3,14609,13925
84,4,1,3,17899,13925
313,1,2,4,34441,13925
18,2,2,13,26373,13925
222,4,1,12,13720,13925
711,7,1,17,84301,13925
3176,4,2,3,42395,13925
2169,1,1,7,49253,13925
31,5,1,3,12597,13925
3484,1,1,13,26711,13925
553,5,2,6,10000,13925
3485,11,1,12,58450,13925
3486,3,2,6,55772,34469
3107,5,1,64,10,34469
3487,6,2,4,98090,34469
1654,2,1,26,97721,34469
766,3,1,4,28929,34469
3488,6,1,10,60396,34469
1763,4,1,23,64210,34469
3489,3,1,8,27453,34469
3490,4,1,30,5000,34469
302,1,2,32,60800,34469
595,3,1,14,35257,34469
921,4,2,3,23255,34469
3491,1,1,22,38639,34469
612,5,2,3,4552,34469
3492,1,2,15,27460,34469
3493,5,2,7,6000,34469
3494,7,2,23,102817,34469
700,2,2,6,36331,34469
44,2,1,5,36886,34469
3495,6,1,10,104169,34469
391,4,2,3,25082,34469
3496,5,2,3,9000,34469
1924,6,1,3,64500,34469
74,5,1,14,10,34469
31,4,1,3,18739,34469
3497,5,2,6,660,34469
3498,7,1,12,8066,34469
517,5,2,48,8000,34469
1080,5,2,3,9892,34469
35,5,2,6,5000,34469
3499,6,1,10,110139,11999
1352,1,1,10,98325,11999
3157,3,2,2,42145,11999
2283,6,1,29,60501,11999
1340,5,2,20,5800,11999
3500,3,2,10,76446,11999
1158,8,2,11,5000,11999
36,5,1,4,15980,11999
3501,5,2,23,12990,11999
21,2,2,15,46251,11999
3502,2,1,7,64692,11999
3503,5,2,29,18900,11999
2858,3,1,23,29500,11999
3359,5,2,6,4825,11999
105,5,2,3,9785,11999
617,2,2,33,102454,11999
2307,6,1,5,91901,11999
3504,3,2,6,60000,11999
2095,5,2,11,100,11999
3505,9,2,3,72718,11999
85,2,1,11,28769,11999
522,2,2,4,41541,11999
3348,9,2,8,68000,11999
2267,2,1,8,41233,11999
203,2,1,10,83287,11999
3506,4,2,14,9930,11999
848,3,1,8,23031,11999
3507,5,2,47,5000,11999
39,4,2,14,82916,11999
103,3,1,14,59119,11999
3508,5,1,6,200,21900
1630,3,2,5,40715,21900
3509,2,1,6,77923,21900
144,5,1,14,8820,21900
3510,2,2,2,26473,21900
289,6,1,31,63735,21900
2970,3,2,6,37796,21900
1037,2,1,34,55253,21900
152,4,1,27,43807,21900
185,2,2,2,46263,21900
85,3,1,11,36902,21900
289,6,1,22,45680,21900
164,4,2,28,44144,21900
998,3,2,3,42895,21900
2816,5,2,3,3000,21900
534,4,2,3,15000,21900
313,1,2,4,56923,21900
737,3,1,12,19424,21900
53,4,1,11,10200,21900
180,4,1,14,22944,21900
372,3,1,5,34300,21900
3511,5,2,4,14570,21900
3512,2,2,34,77363,21900
3021,4,2,40,11680,21900
3513,9,1,21,19169,21900
3513,9,1,21,19169,21900
3514,9,1,36,91164,21900
3515,4,2,20,11000,21900
53,4,1,11,14811,21900
3516,9,1,15,70351,21900
470,8,2,6,3000,33590
27,5,1,4,16466,33590
474,4,2,47,17081,33590
2059,2,1,43,14389,33590
2501,5,2,3,1000,33590
1102,2,2,4,122516,33590
570,4,1,4,29357,33590
848,3,1,8,19092,33590
1545,2,1,19,48499,33590
2333,2,1,5,27153,33590
3517,5,2,3,9500,33590
3518,2,2,8,24162,33590
3519,4,2,6,12350,33590
3520,2,2,3,51123,33590
848,3,1,8,29733,33590
1080,5,2,3,8000,33590
3521,11,2,6,79421,33590
3522,1,1,11,43398,33590
916,5,2,6,7000,33590
156,3,2,30,36191,33590
490,5,1,14,17009,33590
1394,3,1,3,78123,33590
340,8,1,3,1250,33590
15,2,2,6,63195,33590
145,4,1,3,35307,33590
2945,5,2,34,150,33590
2240,2,2,33,48635,33590
3523,1,1,8,18727,33590
3524,2,1,32,70400,33590
2241,9,1,3,83681,33590
2851,5,2,3,14350,41499
1940,2,1,8,34952,41499
769,1,1,50,65935,41499
534,4,2,3,20400,41499
731,6,1,5,86856,41499
1082,8,2,6,8000,41499
27,5,1,4,7414,41499
3525,5,2,37,12500,41499
3526,8,1,21,100,41499
87,3,2,3,23003,41499
691,5,2,20,14000,41499
3527,1,1,10,88214,41499
3047,3,1,11,36492,41499
136,4,1,16,25300,41499
53,3,1,11,16525,41499
3528,8,1,8,9500,41499
3529,1,1,10,131455,41499
1492,5,2,6,16900,41499
976,3,1,14,5461,41499
786,3,2,3,31979,41499
435,6,2,3,73648,41499
233,1,1,3,72139,41499
318,2,2,13,49800,41499
17,5,2,4,18000,41499
1506,4,1,4,34775,41499
769,2,1,50,51125,41499
39,4,2,14,33260,41499
419,2,1,3,60722,41499
1369,3,2,4,23935,41499
2272,9,1,3,69379,41499
781,8,2,6,100,42490
129,5,1,27,9320,42490
3530,2,1,2,46789,42490
1187,3,1,13,57210,42490
1041,4,2,28,27754,42490
93,9,2,17,93287,42490
3531,7,2,15,81732,42490
3532,3,2,4,82511,42490
1116,1,2,6,58798,42490
3301,5,2,30,8207,42490
3533,2,1,22,48193,42490
3534,1,2,5,52013,42490
215,2,2,14,24895,42490
1618,3,2,6,85819,42490
74,4,1,14,25535,42490
9,4,1,8,4026,42490
3230,3,2,3,45433,42490
441,8,2,3,6000,42490
3535,4,2,20,33446,42490
3536,6,1,5,86620,42490
3537,3,2,4,53850,42490
3538,9,2,10,125283,42490
3539,5,1,4,5000,42490
843,3,2,26,12764,42490
372,3,1,5,21138,42490
1611,8,1,3,2250,42490
2415,4,2,4,7600,42490
715,5,2,3,17460,42490
3540,6,1,22,52362,42490
3541,3,2,3,22662,42490
53,3,1,11,38501,11979
663,5,2,20,10170,11979
281,2,2,4,53507,11979
2308,4,2,23,59283,11979
165,3,1,10,18981,11979
3542,4,2,3,6264,11979
3543,3,2,6,58099,11979
372,3,1,5,54699,11979
2501,4,2,3,16499,11979
1230,4,1,8,11754,11979
43,3,2,4,45000,11979
31,5,1,3,9067,11979
3220,5,2,13,4592,11979
127,4,1,11,3016,11979
163,8,1,5,9500,11979
1240,5,2,3,12311,11979
78,3,1,3,26903,11979
3544,7,1,6,115124,11979
1352,1,1,10,50876,11979
94,5,2,3,8500,11979
1628,2,2,3,55104,11979
474,3,2,47,21755,11979
158,3,1,14,49582,11979
266,6,1,12,67044,11979
1060,7,2,6,46992,11979
3545,2,2,3,65495,11979
1017,6,1,22,57935,11979
3546,3,2,33,81875,11979
3547,3,2,23,76683,11979
3075,8,2,3,7500,11979
475,9,1,10,126883,13499
1843,3,2,4,88200,13499
3548,6,2,3,88777,13499
3549,5,2,6,100,13499
82,3,1,14,23807,13499
1088,2,1,10,75711,13499
2689,5,2,7,8000,13499
1268,2,1,17,70474,13499
63,4,1,8,11497,13499
2132,2,2,13,31908,13499
3065,6,1,10,90963,13499
40,3,1,4,33204,13499
75,5,1,4,5000,13499
3550,7,1,12,74342,13499
2890,4,1,10,16864,13499
3551,1,2,5,74744,13499
860,9,2,6,97427,13499
71,2,2,7,70894,13499
764,3,2,4,59489,13499
3552,5,2,6,10000,13499
3553,1,2,6,45000,13499
1556,1,2,39,81835,13499
2797,5,2,14,1000,13499
3554,4,2,6,41997,13499
3555,3,2,4,23748,13499
276,4,1,14,26600,13499
507,2,2,25,17963,13499
293,2,2,30,64849,13499
3556,9,2,10,44517,13499
3557,3,2,7,75000,13499
395,5,2,3,12557,30799
2501,4,2,3,1000,30799
3558,3,2,14,46466,30799
3559,4,2,6,23102,30799
3560,9,2,10,117304,30799
3561,2,1,22,16389,30799
129,3,1,11,20006,30799
602,4,1,26,61000,30799
31,5,1,3,23346,30799
31,5,1,3,7849,30799
907,1,2,6,43006,30799
75,5,1,4,5000,30799
3562,4,2,3,52074,30799
719,5,2,38,15000,30799
3563,3,1,84,70866,30799
2247,1,1,22,54761,30799
63,4,1,8,10184,30799
3564,7,1,22,66929,30799
390,2,1,43,52730,30799
23,5,2,4,5,30799
35,5,2,6,4988,30799
3565,4,2,6,21567,30799
3566,3,1,4,58970,30799
2712,5,2,3,18476,30799
921,2,2,3,39005,30799
3567,5,2,6,10000,30799
38,3,1,18,17083,30799
3568,2,1,8,47850,30799
153,4,2,3,16017,30799
747,3,1,4,13000,30799
3569,3,1,5,16566,21499
3570,6,2,5,80000,21499
522,2,2,4,36246,21499
744,3,2,3,60793,21499
3571,5,2,2,7000,21499
469,1,1,45,44622,21499
138,2,2,3,19297,21499
31,5,1,3,23088,21499
3572,1,2,15,27219,21499
153,4,2,3,31420,21499
1633,5,2,3,9790,21499
3573,6,2,41,58968,21499
2769,1,1,10,39862,21499
318,2,2,13,26979,21499
3574,2,2,34,56500,21499
777,8,2,3,9500,21499
3575,9,2,5,101356,21499
60,2,2,4,27876,21499
685,3,2,6,72766,21499
2653,3,2,33,25990,21499
1730,4,1,12,5000,21499
711,1,1,17,40866,21499
30,4,2,17,25398,21499
46,3,1,3,103317,21499
1864,5,1,3,5249,21499
11,3,1,4,49724,21499
1150,5,1,3,22981,21499
21,3,2,15,40100,21499
154,1,1,4,29802,21499
53,3,1,11,19661,21499
2453,6,1,2,69406,11799
1396,3,1,13,28305,11799
3576,5,2,3,25548,11799
433,3,1,13,28950,11799
3014,2,1,4,26000,11799
3577,7,1,17,119694,11799
3578,6,1,4,80397,11799
3579,5,2,10,2000,11799
3580,5,1,12,10,11799
313,1,2,4,37251,11799
105,5,2,3,6187,11799
3581,4,1,3,35175,11799
1917,3,2,2,53588,11799
765,3,2,24,25664,11799
1880,4,1,3,44993,11799
883,5,1,50,8697,11799
62,3,2,4,31648,11799
3582,9,2,3,96676,11799
2945,5,2,34,1,11799
848,2,1,8,52506,11799
3583,5,2,4,3500,11799
3584,4,2,20,18502,11799
1954,3,2,6,41488,11799
3585,2,1,3,17253,11799
1991,3,2,4,48848,11799
3586,4,1,17,23136,11799
126,3,2,4,42822,11799
3587,3,2,3,33431,11799
909,2,2,6,89700,11799
2003,5,1,5,8341,11799
18,3,2,13,32697,15999
148,4,1,25,8758,15999
3508,5,1,3,1000,15999
62,2,2,10,27050,15999
3588,9,1,4,34373,15999
3589,1,1,1,101955,15999
3590,9,1,12,57729,15999
491,4,1,14,33725,15999
3591,3,2,3,36410,15999
1518,4,2,6,20323,15999
1967,4,2,6,7230,15999
33,3,2,7,52286,15999
3592,2,2,10,34205,15999
84,5,1,6,1745,15999
3593,2,2,2,36000,15999
1664,5,2,4,6747,15999
3594,3,1,6,23500,15999
379,6,1,10,54704,15999
570,3,1,4,44305,15999
40,3,1,4,3673,15999
118,2,1,4,39194,15999
401,2,2,6,20715,15999
3595,1,2,3,42400,15999
85,3,1,11,36072,15999
51,1,1,4,56684,15999
3596,1,1,32,78322,15999
1974,5,2,3,5000,15999
3597,6,1,3,133200,15999
343,2,1,39,34673,15999
3598,1,2,11,79531,15999
110,4,1,14,11524,18299
3599,5,2,3,10800,18299
137,3,2,4,21504,18299
137,4,2,4,19608,18299
912,5,2,3,6000,18299
3600,5,2,4,9000,18299
3601,2,1,10,33405,18299
1722,3,2,14,30545,18299
3602,5,2,5,10,18299
53,3,1,11,23682,18299
1303,2,2,39,13719,18299
3603,6,1,10,56161,18299
100,3,1,24,28586,18299
3604,2,1,12,66047,18299
708,2,2,3,60200,18299
31,5,1,3,12483,18299
74,5,1,14,7005,18299
145,4,1,3,34711,18299
832,1,2,4,45100,18299
3605,9,1,12,60037,18299
183,5,1,27,17910,18299
3606,9,2,6,97031,18299
504,3,2,6,32898,18299
3607,5,2,6,10161,18299
3503,5,2,29,1644,18299
3608,3,1,31,55778,18299
3609,1,1,10,109321,18299
295,4,1,4,21099,18299
1192,6,2,12,52454,18299
3610,3,1,8,55298,18299
3611,1,1,21,67392,9499
3612,1,2,28,72171,9499
2693,5,2,10,10,9499
1140,5,2,3,3600,9499
698,2,1,10,46858,9499
1401,1,2,6,61787,9499
3613,6,2,6,115800,9499
31,5,1,3,10668,9499
1278,5,1,23,8115,9499
704,2,2,6,45612,9499
3614,5,1,4,13600,9499
129,2,1,11,48346,9499
3615,5,1,44,4,9499
2876,3,2,7,27457,9499
1303,2,2,4,69195,9499
31,4,1,3,28262,9499
2516,3,1,50,58808,9499
3616,6,1,32,76420,9499
3617,11,2,4,89585,9499
371,4,2,48,33299,9499
3618,8,2,3,5000,9499
1939,2,2,23,53186,9499
640,4,2,6,41500,9499
3107,5,1,64,1,9499
433,3,1,13,28819,9499
746,7,1,3,116120,9499
3619,5,1,10,20469,9499
34,5,1,4,11229,9499
3314,4,1,6,40386,9499
1230,4,1,8,6558,9499
3620,1,1,6,79737,19999
100,2,1,24,37000,19999
3621,5,2,6,50,19999
770,5,2,3,10,19999
3622,1,2,15,27484,19999
106,3,1,5,47606,19999
1199,2,1,22,30957,19999
1622,2,1,5,53055,19999
3623,11,1,15,92686,19999
19,5,1,14,10179,19999
50,5,2,3,12351,19999
3624,1,1,21,47138,19999
158,4,1,14,25353,19999
89,2,1,2,45100,19999
172,3,1,25,11388,19999
1080,5,2,3,10,19999
3625,2,1,3,50639,19999
3626,3,1,32,69988,19999
1144,4,1,3,22614,19999
781,5,2,3,5000,19999
802,1,2,30,64596,19999
704,5,2,6,11190,19999
822,9,1,10,86535,19999
3627,1,2,33,55653,19999
3628,2,1,12,64341,19999
90,5,2,3,16500,19999
353,6,2,10,40742,19999
3629,8,2,14,806,19999
3630,3,2,50,400,19999
3631,13,2,15,120843,19999
240,5,2,50,7000,30980
3632,11,2,11,114319,30980
3633,1,2,33,72400,30980
3634,12,1,18,112788,30980
3635,3,2,3,58035,30980
3636,17,1,81,149624,30980
711,7,1,17,61748,30980
2341,6,1,3,114000,30980
1401,2,2,6,53799,30980
3637,1,1,31,80400,30980
3638,7,2,7,104877,30980
3639,1,1,5,55000,30980
3640,4,2,3,43158,30980
3641,1,1,12,46175,30980
295,4,1,4,45968,30980
3642,11,1,28,124508,30980
503,5,2,6,5680,30980
259,5,2,6,10000,30980
188,3,2,3,12940,30980
3643,5,2,6,15000,30980
3644,1,2,10,84218,30980
91,2,2,4,30000,30980
11,3,1,4,25725,30980
888,3,2,4,70237,30980
490,3,1,14,65274,30980
3645,1,1,12,51819,30980
144,5,1,14,10206,30980
2549,5,2,6,4877,30980
339,8,2,3,9500,30980
55,3,2,19,3807,30980
75,5,1,4,8011,17999
474,4,2,47,1750,17999
1483,5,2,23,9842,17999
3646,4,2,3,27346,17999
70,4,1,12,20220,17999
1252,3,1,11,51684,17999
3647,8,2,3,9000,17999
3648,6,2,65,27500,17999
3649,2,1,10,38942,17999
137,5,2,4,5,17999
3650,2,1,55,27912,17999
395,4,2,3,20821,17999
923,5,1,12,10011,17999
3651,7,2,6,85937,17999
3652,5,2,3,9000,17999
535,3,2,33,45840,17999
210,5,2,3,5000,17999
3653,3,2,7,27000,17999
2635,1,1,21,11135,17999
3654,5,2,3,9900,17999
3655,2,1,11,83147,17999
3656,5,2,6,12000,17999
848,4,1,8,20214,17999
3657,3,1,8,36035,17999
289,6,1,22,66169,17999
3410,4,2,30,14500,17999
629,3,2,6,43812,17999
136,3,1,16,43845,17999
2165,9,1,10,58471,17999
313,1,2,4,47709,17999
3658,5,2,5,10432,30499
3399,4,2,3,9900,30499
58,5,1,3,22203,30499
1007,1,1,21,46053,30499
3659,3,2,6,25600,30499
3660,9,1,6,101149,30499
1161,7,1,10,80100,30499
3374,3,2,33,61746,30499
38,2,1,18,18002,30499
3661,2,2,6,66690,30499
31,5,1,3,14967,30499
54,6,2,15,42234,30499
16,3,1,12,39705,30499
3662,4,2,20,19635,30499
3663,1,1,4,59948,30499
2016,5,2,12,13611,30499
3664,2,2,5,41631,30499
3665,3,1,10,27854,30499
3666,10,1,15,127850,30499
540,5,1,10,5000,30499
698,2,1,10,48034,30499
1678,8,2,6,5000,30499
392,3,2,3,52343,30499
3667,5,1,6,10448,30499
3668,3,1,39,67855,30499
3669,8,2,6,8000,30499
769,2,1,50,47489,30499
3670,3,2,43,14185,30499
3671,6,1,6,104135,30499
3672,2,2,54,84232,30499
617,8,2,6,100,40849
3673,11,2,6,114093,40849
1318,3,2,11,72412,40849
3674,2,2,3,95967,40849
1558,6,1,10,39261,40849
93,7,2,2,87699,40849
1437,5,2,6,15000,40849
3675,9,2,3,77199,40849
3676,5,2,6,15000,40849
1414,9,1,31,60000,40849
3677,1,1,3,29400,40849
2169,1,1,7,71567,40849
3373,1,1,10,88253,40849
57,5,1,3,8360,40849
3678,2,1,12,59849,40849
3679,9,1,42,144346,40849
3680,5,2,4,20833,40849
36,5,1,4,1491,40849
3681,2,2,3,73756,40849
3682,2,2,6,31507,40849
3683,3,1,7,26014,40849
3684,4,1,4,48512,40849
888,4,2,4,16634,40849
1056,2,1,3,49946,40849
830,5,1,6,7416,40849
3685,1,1,6,68275,40849
4,5,2,4,9500,40849
3686,4,2,16,39748,40849
475,6,1,10,24006,40849
3687,5,2,3,11002,40849
3688,3,1,5,26541,14999
1230,3,1,8,35373,14999
1540,5,2,3,8454,14999
3689,4,1,21,49252,14999
3690,6,2,6,127886,14999
110,3,1,14,43528,14999
155,5,2,23,150,14999
3691,6,2,38,85461,14999
960,3,2,6,50698,14999
2635,2,1,21,58890,14999
2054,5,1,14,3607,14999
921,3,2,3,58034,14999
16,3,1,12,24218,14999
123,3,2,16,52186,14999
3692,4,1,35,13945,14999
3693,1,2,11,31606,14999
368,6,2,15,22541,14999
3694,1,2,28,23868,14999
45,5,1,3,11805,14999
58,5,1,3,12347,14999
3695,6,2,6,93430,14999
409,1,2,7,56968,14999
3696,6,1,12,58317,14999
3697,5,2,3,16990,14999
879,5,2,6,5000,14999
3698,2,1,2,36565,14999
3699,8,2,23,5000,14999
3700,1,1,10,35139,14999
63,4,1,8,7328,14999
2425,4,1,4,15486,14999
3701,2,2,6,135633,29990
23,1,2,10,18578,29990
3702,2,2,6,25832,29990
2432,2,1,8,71462,29990
222,4,1,12,66215,29990
2756,1,1,5,59920,29990
731,6,1,5,113800,29990
221,3,2,14,121077,29990
689,5,2,3,3001,29990
1051,8,2,6,7,29990
3703,8,2,4,81,29990
158,4,1,14,7976,29990
1,2,1,1,56367,29990
1712,4,2,37,45646,29990
49,4,2,6,11356,29990
698,4,1,4,19402,29990
1181,3,2,20,34200,29990
472,2,2,6,45067,29990
820,6,2,6,80031,29990
3704,3,2,3,22354,29990
136,4,1,16,61122,29990
3705,3,1,30,25328,29990
1435,3,1,3,23160,29990
158,4,1,14,8819,29990
75,5,1,7,9000,29990
3706,9,2,6,104037,29990
118,2,1,2,23711,29990
3707,5,2,3,7000,29990
3708,4,2,6,4813,29990
474,3,2,47,21113,29990
87,3,2,3,55242,23299
397,3,2,3,22779,23299
3709,1,1,18,18803,23299
269,5,2,20,11300,23299
277,3,2,40,39500,23299
129,5,1,27,11424,23299
165,3,1,10,25965,23299
829,3,1,8,14876,23299
164,3,2,28,29926,23299
3710,9,2,4,57732,23299
780,3,2,6,15667,23299
3711,8,2,6,10,23299
2029,1,2,10,48745,23299
2945,5,2,34,2,23299
49,5,2,3,2000,23299
1230,4,1,8,9522,23299
31,5,1,3,18966,23299
83,2,2,6,53623,23299
534,4,2,3,17100,23299
95,4,1,6,17740,23299
31,5,1,3,11920,23299
1417,9,2,17,105221,23299
700,2,2,6,38226,23299
3712,7,2,6,74305,23299
1921,5,2,28,6178,23299
3713,1,1,46,78061,23299
288,3,1,14,67312,23299
19,5,1,14,13350,23299
189,5,1,14,10046,23299
493,4,2,20,3500,23299
154,1,1,4,23183,15499
157,4,1,14,24645,15499
1207,5,2,3,10,15499
3714,2,1,5,32261,15499
1080,5,2,3,10000,15499
324,3,2,6,38905,15499
386,1,1,21,39333,15499
203,2,1,10,70172,15499
2992,1,2,28,53882,15499
3715,6,1,43,51600,15499
37,4,2,3,11350,15499
3716,6,1,6,145197,15499
1874,8,2,3,100,15499
2352,6,1,11,61927,15499
79,3,2,11,30000,15499
269,5,2,20,39732,15499
3717,5,2,6,7990,15499
3718,2,2,3,64645,15499
3719,6,1,10,51000,15499
1801,1,1,10,81246,15499
3720,5,2,6,100,15499
1315,1,1,10,53170,15499
1140,5,2,3,6056,15499
222,3,1,12,43988,15499
75,4,1,4,8615,15499
118,2,1,2,28301,15499
206,3,1,3,63897,15499
2308,4,2,23,24546,15499
502,5,2,20,8155,15499
3721,5,2,6,8000,15499
650,2,1,16,44297,14999
45,5,1,3,1694,14999
2171,1,2,12,6553,14999
3722,2,1,11,33947,14999
1238,6,1,5,40826,14999
1233,1,1,10,80540,14999
3723,6,2,30,108090,14999
3724,6,2,6,47196,14999
3725,4,2,10,10,14999
2677,2,2,3,73278,14999
3726,5,1,4,7000,14999
31,5,1,3,12540,14999
474,3,2,47,12643,14999
152,4,1,27,16656,14999
3727,4,2,4,32389,14999
780,3,2,6,21500,14999
3728,5,1,63,1000,14999
3729,2,2,7,67924,14999
704,5,2,6,999,14999
157,4,1,14,36653,14999
3730,2,2,2,115051,14999
2599,2,1,21,24599,14999
3731,6,1,12,88395,14999
2112,4,2,3,36794,14999
3732,6,2,30,27999,14999
3733,3,2,23,38600,14999
3734,5,2,6,12150,14999
105,5,2,6,11343,14999
76,2,1,14,69981,14999
172,3,1,25,26401,14999
3735,8,2,3,9500,42490
1175,2,1,5,88697,42490
3736,6,2,38,72000,42490
259,3,2,6,34705,42490
3737,5,1,4,25417,42490
3738,3,1,21,19608,42490
1605,8,2,3,7500,42490
1187,4,1,13,2905,42490
3739,7,1,10,99530,42490
1305,5,2,3,7622,42490
1199,2,1,22,33427,42490
23,2,2,10,51062,42490
3740,7,1,12,110729,42490
2838,5,2,6,7000,42490
533,2,1,11,45717,42490
3741,1,2,6,114923,42490
32,3,2,7,63898,42490
3742,6,2,6,58654,42490
155,5,2,23,6500,42490
1577,5,2,5,10,42490
3743,2,2,10,29145,42490
477,2,1,8,59414,42490
176,5,2,4,9990,42490
3744,4,1,3,12894,42490
85,3,1,11,29727,42490
1211,1,2,6,66848,42490
3657,4,1,8,53002,42490
1661,5,2,3,19583,42490
12,6,2,10,74850,42490
1365,1,2,6,68652,42490
3218,8,2,6,8000,56590
701,2,2,6,44155,56590
111,3,2,6,32362,56590
648,1,1,17,34758,56590
3745,11,1,21,53398,56590
58,5,1,3,3828,56590
3746,2,2,3,23174,56590
691,5,2,20,11626,56590
1493,5,2,5,5000,56590
63,4,1,8,2831,56590
1487,3,1,8,38435,56590
1487,3,1,8,38435,56590
3747,7,2,2,77118,56590
1031,1,2,29,46739,56590
3748,5,2,6,13500,56590
1305,5,2,3,14419,56590
2941,3,1,3,17281,56590
3749,1,2,45,63454,56590
3750,5,2,44,10,56590
3751,2,2,6,74334,56590
474,5,2,47,8205,56590
268,2,1,32,62755,56590
79,4,2,11,32928,56590
2633,1,1,5,82900,56590
3752,3,2,2,29856,56590
1546,1,1,8,61214,56590
3753,6,1,18,51212,56590
3754,2,2,3,70851,56590
3755,2,1,6,28879,56590
1492,5,2,6,9500,56590
3756,6,1,21,71822,8999
435,9,2,3,71923,8999
494,8,2,23,9500,8999
2690,9,1,29,114939,8999
769,2,1,50,41600,8999
3757,4,2,4,49400,8999
889,3,1,14,22321,8999
1194,5,2,3,16988,8999
2937,5,2,6,24290,8999
3758,4,2,6,25472,8999
3759,9,1,4,48790,8999
2023,6,1,10,34792,8999
306,5,1,44,12,8999
3760,1,1,34,48968,8999
3761,2,2,3,69730,8999
105,5,2,6,6547,8999
223,4,2,4,54238,8999
3748,5,2,6,9378,8999
921,2,2,3,31667,8999
3762,9,2,6,76380,8999
565,5,1,13,10437,8999
3763,2,2,41,122103,8999
519,4,2,6,39000,8999
1969,5,2,23,200,8999
3764,11,1,12,90634,8999
999,3,2,3,48556,8999
3765,1,2,6,126998,8999
2357,2,2,3,25557,8999
2,3,2,2,34319,8999
404,2,2,40,57427,8999
1275,5,1,26,12193,14499
1231,4,2,6,31765,14499
507,2,2,25,14523,14499
2738,4,2,3,29729,14499
3766,9,1,23,120289,14499
3767,1,2,6,60750,14499
819,2,2,2,58460,14499
3768,4,2,21,34094,14499
3769,2,1,21,21404,14499
137,4,2,4,17800,14499
3770,3,1,23,25416,14499
78,4,1,3,35267,14499
3771,5,1,14,3700,14499
1487,2,1,8,27707,14499
3539,3,1,3,50624,14499
3772,1,2,10,73299,14499
482,5,2,6,24739,14499
64,3,2,10,29425,14499
3773,9,2,30,38400,14499
3655,6,1,11,83830,14499
57,5,1,3,19323,14499
3325,1,1,14,53231,14499
3774,7,2,7,80560,14499
3775,6,2,3,76238,14499
3398,5,1,8,3278,14499
3776,1,2,11,39593,14499
3777,2,1,12,49106,14499
165,3,1,10,20995,14499
3778,3,1,6,28906,14499
711,6,1,17,73600,14499
2127,9,1,10,71254,11990
1439,5,2,3,18000,11990
3779,4,1,6,21841,11990
700,2,2,6,28452,11990
84,5,1,3,10,11990
663,5,2,20,8000,11990
2797,4,2,14,38165,11990
407,2,2,25,11316,11990
76,2,1,14,46381,11990
2552,6,1,17,39218,11990
133,3,1,3,24329,11990
2037,4,2,14,31384,11990
3780,6,2,10,82810,11990
1113,5,2,3,5000,11990
105,5,2,6,6759,11990
2874,4,1,13,57734,11990
1278,5,1,23,26658,11990
3781,1,2,6,39668,11990
3782,2,1,23,36307,11990
53,3,1,11,26340,11990
164,3,2,28,14892,11990
3783,9,1,8,45570,11990
1284,4,1,27,40740,11990
432,2,2,5,47845,11990
2651,1,2,7,73329,11990
398,1,1,10,84463,11990
2413,6,1,10,79077,11990
3784,1,1,1,58655,11990
3785,4,2,3,10500,11990
2170,5,1,44,1,11990
182,4,2,6,15990,18999
522,2,2,4,59222,18999
3786,6,1,6,110968,18999
3787,9,2,4,133050,18999
11,3,1,4,24551,18999
3788,4,2,13,19099,18999
3277,5,2,3,10,18999
3789,4,2,3,11895,18999
2471,5,2,6,4500,18999
2132,2,2,13,29986,18999
171,3,2,18,27910,18999
1140,5,2,3,4000,18999
1321,1,1,1,78000,18999
3790,2,1,14,82257,18999
1369,4,2,4,10000,18999
145,4,1,3,38666,18999
3791,8,2,28,5000,18999
711,11,1,17,76724,18999
865,5,2,4,2900,18999
3792,4,1,3,33426,18999
39,4,2,14,35025,18999
93,6,2,17,64232,18999
29,1,1,5,62735,18999
3793,1,2,30,77206,18999
3794,6,2,38,87385,18999
903,11,1,15,33000,18999
3795,3,2,3,62998,18999
3796,4,2,4,56555,18999
1170,5,2,6,2353,18999
11,3,1,4,34907,18999
144,5,1,14,11849,18999
3797,4,2,11,15422,18999
2637,1,2,6,42000,18999
134,2,1,14,45287,18999
3798,2,2,6,36859,18999
1815,2,2,3,83594,18999
2241,6,1,3,91390,18999
393,4,1,8,29500,18999
31,5,1,3,8265,18999
602,4,1,26,88354,18999
58,5,1,3,14216,18999
3799,5,2,16,10000,18999
3381,8,2,6,9900,18999
3370,6,2,1,60000,18999
2482,2,1,10,116688,18999
3800,4,1,15,24741,18999
2046,2,2,2,43622,18999
3801,3,2,3,21608,18999
286,6,1,20,14462,18999
91,3,2,4,29627,18999
2318,4,2,5,33464,18999
993,2,1,4,55653,18999
